Mod Name Text,CDN Release URL,Client-Server Tag
Create Aeronautics: Transmission & Linkage,https://cdn.modrinth.com/data/Y1dq5ioE/versions/LRsqtqYq/create_aeronautics_transmission_linkage-0.2.5.jar?mr_download_reason=standalone,Both
